id,address,abuse_type_id,abuse_type_other,abuser,description,from_country,from_country_code,created_at
559294,39dWAUXf96PttiycWGvwovYdzfyBjzaAdr,3,,Fx_tracy,"I got scammed $94,000 worth of bitcoin to a Fake unregulated binary option broker company after paying several fees to get my funds off that platform, I came across an article online about a fund recovery company whom I got in contact with, in nothing less than 48hrs I got my funds recovered back to my wallet account with the help of this site….>> www.Hedgerecoveryexpert.com and I would advise anyone who got ripped to get in contact with them for a refund immediately.","United States",US,2022-07-30T02:59:59.000000Z
559304,18ZgxTmmrtbRVTJXXn7yytizrA763L3iYU,3,,Fx_tracy,"I got scammed $94,000 worth of bitcoin to a Fake unregulated binary option broker company after paying several fees to get my funds off that platform, I came across an article online about a fund recovery company whom I got in contact with, in nothing less than 48hrs I got my funds recovered back to my wallet account with the help of this site….>> www.Hedgerecoveryexpert.com and I would advise anyone who got ripped to get in contact with them for a refund immediately.","United States",US,2022-07-30T03:00:33.000000Z
559314,bc1qd0gu4ekg36x524lwspsnh8v95uvjpsj5y88c4v,3,,Fx_tracy,"I got scammed $94,000 worth of bitcoin to a Fake unregulated binary option broker company after paying several fees to get my funds off that platform, I came across an article online about a fund recovery company whom I got in contact with, in nothing less than 48hrs I got my funds recovered back to my wallet account with the help of this site….>> www.Hedgerecoveryexpert.com and I would advise anyone who got ripped to get in contact with them for a refund immediately.","United States",US,2022-07-30T03:01:09.000000Z
559324,bc1qhuz2x7pceg5el4y94v888em625cgnmn3aewmcd,3,,Fx_tracy,"I got scammed $94,000 worth of bitcoin to a Fake unregulated binary option broker company after paying several fees to get my funds off that platform, I came across an article online about a fund recovery company whom I got in contact with, in nothing less than 48hrs I got my funds recovered back to my wallet account with the help of this site….>> www.Hedgerecoveryexpert.com and I would advise anyone who got ripped to get in contact with them for a refund immediately.","United States",US,2022-07-30T03:01:38.000000Z
559334,bc1qn8wzl975fwmknvuwayuljwgmj2d5qva87pwge3,3,,Fx_tracy,"I got scammed $94,000 worth of bitcoin to a Fake unregulated binary option broker company after paying several fees to get my funds off that platform, I came across an article online about a fund recovery company whom I got in contact with, in nothing less than 48hrs I got my funds recovered back to my wallet account with the help of this site….>> www.Hedgerecoveryexpert.com and I would advise anyone who got ripped to get in contact with them for a refund immediately.","United States",US,2022-07-30T03:03:03.000000Z
559344,1JhfWoFUdqFs3WnNC2h44q9omxu4gSzMLe,3,,Fx_tracy,"I got scammed $94,000 worth of bitcoin to a Fake unregulated binary option broker company after paying several fees to get my funds off that platform, I came across an article online about a fund recovery company whom I got in contact with, in nothing less than 48hrs I got my funds recovered back to my wallet account with the help of this site….>> www.Hedgerecoveryexpert.com and I would advise anyone who got ripped to get in contact with them for a refund immediately.","United States",US,2022-07-30T03:09:25.000000Z
559354,13zb1hQbWVsc2S7ZTZnP2G4undNNpdh5so,1,,"bitcoin core","me absorbió mis 10 BTC  de una manera inexplicable solo quise ver que cantidad tenia y vi como se los llevo","United States",US,2022-07-30T03:23:31.000000Z
559364,13zb1hQbWVsc2S7ZTZnP2G4undNNpdh5so,3,,Fx_tracy,"I got scammed $94,000 worth of bitcoin to a Fake unregulated binary option broker company after paying several fees to get my funds off that platform, I came across an article online about a fund recovery company whom I got in contact with, in nothing less than 48hrs I got my funds recovered back to my wallet account with the help of this site….>> www.Hedgerecoveryexpert.com and I would advise anyone who got ripped to get in contact with them for a refund immediately.","United States",US,2022-07-30T03:45:03.000000Z
559374,1GGXg4KatfLZ1gUy4vPAhY75Xu4q5vLmTz,3,,Fx_tracy,"I got scammed $94,000 worth of bitcoin to a Fake unregulated binary option broker company after paying several fees to get my funds off that platform, I came across an article online about a fund recovery company whom I got in contact with, in nothing less than 48hrs I got my funds recovered back to my wallet account with the help of this site….>> www.Hedgerecoveryexpert.com and I would advise anyone who got ripped to get in contact with them for a refund immediately.","United States",US,2022-07-30T03:46:22.000000Z
559384,16bHkVFULVmxTGVi2XKpwzkt5KrRnThzPg,3,,Fx_tracy,"I got scammed $94,000 worth of bitcoin to a Fake unregulated binary option broker company after paying several fees to get my funds off that platform, I came across an article online about a fund recovery company whom I got in contact with, in nothing less than 48hrs I got my funds recovered back to my wallet account with the help of this site….>> www.Hedgerecoveryexpert.com and I would advise anyone who got ripped to get in contact with them for a refund immediately.","United States",US,2022-07-30T03:47:01.000000Z
559394,bc1qf6g76hktw834ecujjxnhq43fm3gmhz3xaqv976,3,,Fx_tracy,"I got scammed $94,000 worth of bitcoin to a Fake unregulated binary option broker company after paying several fees to get my funds off that platform, I came across an article online about a fund recovery company whom I got in contact with, in nothing less than 48hrs I got my funds recovered back to my wallet account with the help of this site….>> www.Hedgerecoveryexpert.com and I would advise anyone who got ripped to get in contact with them for a refund immediately.","United States",US,2022-07-30T03:47:48.000000Z
559404,1HNYEN3WDfGGNH2JdgNApm7RFeM8j95XoR,3,,Fx_tracy,"I got scammed $94,000 worth of bitcoin to a Fake unregulated binary option broker company after paying several fees to get my funds off that platform, I came across an article online about a fund recovery company whom I got in contact with, in nothing less than 48hrs I got my funds recovered back to my wallet account with the help of this site….>> www.Hedgerecoveryexpert.com and I would advise anyone who got ripped to get in contact with them for a refund immediately.","United States",US,2022-07-30T03:48:27.000000Z
559414,33R4f4y4DTcDNmNhPdWiWkvY7SWFx8VFR2,3,,Fx_tracy,"I got scammed $94,000 worth of bitcoin to a Fake unregulated binary option broker company after paying several fees to get my funds off that platform, I came across an article online about a fund recovery company whom I got in contact with, in nothing less than 48hrs I got my funds recovered back to my wallet account with the help of this site….>> www.Hedgerecoveryexpert.com and I would advise anyone who got ripped to get in contact with them for a refund immediately.","United States",US,2022-07-30T03:49:22.000000Z
559424,bc1qwak29g9dnqdf47fkqtj6ac6sdxnhuu86uxpx2v,3,,Fx_tracy,"I got scammed $94,000 worth of bitcoin to a Fake unregulated binary option broker company after paying several fees to get my funds off that platform, I came across an article online about a fund recovery company whom I got in contact with, in nothing less than 48hrs I got my funds recovered back to my wallet account with the help of this site….>> www.Hedgerecoveryexpert.com and I would advise anyone who got ripped to get in contact with them for a refund immediately.","United States",US,2022-07-30T03:49:51.000000Z
559434,1H3icWLmhK52zXirNjPw8bqnLVpQaYqC3M,3,,Fx_tracy,"I got scammed $94,000 worth of bitcoin to a Fake unregulated binary option broker company after paying several fees to get my funds off that platform, I came across an article online about a fund recovery company whom I got in contact with, in nothing less than 48hrs I got my funds recovered back to my wallet account with the help of this site….>> www.Hedgerecoveryexpert.com and I would advise anyone who got ripped to get in contact with them for a refund immediately.","United States",US,2022-07-30T03:53:09.000000Z
559444,bc1qkadsqtjd2aj497sja8094ype0d3em6shkmhzm0,99,"Scam with trading",www.camelotcapitals.org,"They offers investment opportunities and Request bitcoins payments using a name from other company who is registered un Usa. I was scammed with that people","United States",US,2022-07-30T03:53:28.000000Z
559454,1H3icWLmhK52zXirNjPw8bqnLVpQaYqC3M,3,,Fx_tracy,"I got scammed $94,000 worth of bitcoin to a Fake unregulated binary option broker company after paying several fees to get my funds off that platform, I came across an article online about a fund recovery company whom I got in contact with, in nothing less than 48hrs I got my funds recovered back to my wallet account with the help of this site….>> www.Hedgerecoveryexpert.com and I would advise anyone who got ripped to get in contact with them for a refund immediately.","United States",US,2022-07-30T03:53:56.000000Z
559464,12TMbVpR1sKrk8coLB9Cy1AX6oZhVUnBpN,3,,Fx_tracy,"I got scammed $94,000 worth of bitcoin to a Fake unregulated binary option broker company after paying several fees to get my funds off that platform, I came across an article online about a fund recovery company whom I got in contact with, in nothing less than 48hrs I got my funds recovered back to my wallet account with the help of this site….>> www.Hedgerecoveryexpert.com and I would advise anyone who got ripped to get in contact with them for a refund immediately.","United States",US,2022-07-30T03:55:06.000000Z
